area,tag,bv_id,time,title,duration,view,danmaku,reply,favorite,coin,share,like,author_uid,author_name,author_follower,width,height,landscape
绘画,"绘画,美食,生活记录,乡村生活,随便画画,手工绘画达人秀·第六期",BV1Bq4y1v7cR,2022-03-25 18:45:00,B站的兄弟们，我画了一幅画送给你们，不知道当送不当送。算了，还是送给自己吧！,401,3802078,12455,7197,38135,145490,14177,399213,1838326986,帅农鸟哥,1791401,1080,1920,Y
绘画,"原创,创新,国画颜料,水飞,七彩石,国风奇妙纪,国风奇妙纪-百花录",BV1Eu411q7wh,2022-03-19 14:05:35,五彩斑斓的黑：现代矿物七彩石制备国画颜料、最后的颜色出乎意料,141,3534895,756,694,12791,2997,1036,102801,1623368624,绘事微颜,152962,3840,2160,N
绘画,"绘画过程,美术生,艺考生,定格绘画",BV1qL4y1u7tc,2022-03-11 16:58:44,看到最后的影子没～,15,3313732,395,576,20805,1596,3303,227740,504211447,画个黑白灰,70172,1080,1920,Y
绘画,"卧槽,绘画,震撼,画画,高能,酷炫,大佬,有趣,跪了,惊艳,必剪创作",BV1qY4y1p7BG,2022-03-28 18:00:00,这是真有两把刷子,66,3275344,2429,2341,29311,1392,6758,325013,3107068,快乐源泉bot,550288,1080,1920,Y
绘画,"手绘,生活,绘画,日常,涂鸦,德芙,绘画过程,记录,丝滑,必剪创作",BV1Ta41147Wv,2022-03-29 10:12:54,真的有这么丝滑吗,115,3236920,1076,777,15617,532,857,168943,93596823,天将降大任于斯人也啊,8612,1080,1440,Y
绘画,"原创,生活记录,农村生活是什么样的,帅农鸟哥",BV1LP4y1u7YP,2022-03-17 11:47:17,B站的第一个视频，祝大家2022年虎力全开，虎虎生威！,367,3097937,11641,3848,23842,68790,19696,262770,1838326986,帅农鸟哥,1791405,720,1280,Y
绘画,"绘画过程,美术生,手绘视频,蓝色定格",BV1eq4y1e7hA,2022-03-16 16:49:32,尽量把普通生活过得光辉灿烂,16,2901380,344,857,31105,2131,2469,304514,532829562,美术头条,16699,1080,1920,Y
绘画,"美术,手绘,绘画,创意,手工,定格动画,神笔马良,diy,打卡挑战,一起做手工吧！,手工绘画达人秀·第五期",BV1qi4y1C7rH,2022-03-11 18:27:44,我用神笔马良的笔，画了一盘韭菜鸡蛋水饺，简直太好吃了,247,2492619,7010,3255,36629,140196,15866,254234,1831744377,靳建强,75238,3840,2160,N
绘画,"手工绘画达人秀·第五期,随便画画,自信,艺术,画画,插画,角色",BV13S4y1g7E5,2022-03-20 14:25:58,有时候自信可以定义审美,24,2297071,265,1029,23288,8669,4552,208437,617394761,米雷-RayDog,767605,1080,1920,Y
绘画,"手工绘画达人秀·第六期,随便画画,画画,春天,板绘,漫画",BV1aY411J7or,2022-03-29 13:00:10,《路边的野花不要吃》,15,2295309,383,997,37197,8102,3825,276587,617394761,米雷-RayDog,767605,1080,1920,Y
绘画,"手工绘画达人秀·第五期,随便画画,特朗普,绘画,搞笑,鬼畜,创意",BV15L4y1M7NF,2022-03-21 17:00:14,太硬核了！圆规画画 特朗普 肯尼迪,70,2097662,2616,2680,17794,18846,11875,124250,481946191,宝藏手工佬,3194,1920,1080,N
绘画,"艺术,手绘,绘画教程,绘画,绘画过程,马克笔",BV1QL4y177Qj,2022-03-28 14:59:08,用马克笔的最高段位，无形胜有形。,32,1969785,416,618,12003,325,611,165393,1259531439,美术生来了,13275,720,1280,Y
绘画,"非遗,传承文化,蓝靛,花青,青黛,国风奇妙纪",BV19F41147gG,2022-03-13 12:00:08,传统植物水色：花青制作过程详解  青出于蓝而胜于蓝,224,1879300,862,889,23705,8801,2274,123459,1623368624,绘事微颜,152963,3840,2160,N
绘画,"必剪创作,绘画,创意,画画,魔法,素描,绘画过程,美术生,绘画教程,美术",BV1V44y1T71t,2022-03-18 17:10:20,学美术的和不学美术的看了都沉默了,68,1772321,967,932,14456,628,1134,146747,369044386,浮躁jjb,6691,1080,1440,Y
绘画,"绘画,美食,乡村,生活记录,春笋,随便画画,手工绘画达人秀·第六期",BV1EL4y157DL,2022-04-08 23:17:35,村书记找我作画啦，我是不是可以开始全县巡画了？,486,1676631,9433,4786,9344,77049,3557,169178,1838326986,帅农鸟哥,1791414,1920,1080,N
绘画,"表情包,ipad,procreate,创意,绘画,手写",BV11q4y147iV,2022-03-19 10:00:06,用 表 情 包 写 立 体 字,117,1670366,907,606,41304,2727,2550,176160,23224821,MEspace天植,248409,1080,1920,Y
绘画,"艺术,原创,手绘,绘画,画画,水彩,插画,翻翻乐,翻翻看,必剪创作",BV1aa411877t,2022-03-15 17:57:24,水彩本翻翻乐，两分钟通关！,119,1632677,1812,1756,85076,54333,4214,216974,2051352283,龙猫不是耗子,32091,1920,1080,N
绘画,"绘画,青金石,传承文化,国画颜料,国风奇妙纪,国风奇妙纪-百花录",BV1Tq4y1q77J,2022-03-17 07:00:11,传统矿物颜料：通货青金石提取顶级、普通两种四色国画颜料及使用方法,182,1560068,268,412,4362,1396,805,14523,1623368624,绘事微颜,152964,3840,2160,N
绘画,"绘画,画画,00后,随便画画,致00后的预防针,手工绘画达人秀·第六期",BV1qu411q7Ma,2022-03-23 18:10:52,致00后的预防针,17,1558207,2082,4889,61883,14892,5119,172470,13960052,元茶茶茶茶茶,7380,1440,2560,Y
绘画,"这智能座舱，能处不？,绘画,手工,生活,汽车,diy,AITO问界M5",BV18Y411371a,2022-03-16 17:22:01,在车上就能蹦迪，最炫的五彩天幕,154,1540608,1486,670,13592,11761,1244,107559,517184570,画渣不渣-HZ,1050342,3840,2160,N
绘画,"绘画,晚安,手绘",BV1yq4y1e7fZ,2022-03-14 23:04:59,《第1300个星星小人-晚安》来自b站上上上条视频的100条留言,24,1516118,8410,3417,31364,6325,1198,249472,28033852,罗元1994,272724,2154,3840,Y
绘画,"打卡挑战,美术生,艺考,艺术,美术,考试",BV1YP4y1T7fd,2022-03-26 18:34:44,美术生考试现场，姜还是老的辣,66,1510375,206,371,12580,276,444,277427,2017187653,李佩华速写,19822,1080,1920,Y
绘画,"手工绘画达人秀·第五期,随便画画,读书,校园,学习,插画,动画",BV1rq4y1e7gX,2022-03-17 11:37:20,不想你输 所以叫你用功读书,27,1508256,804,783,8404,2977,1099,120985,617394761,米雷-RayDog,767612,1080,1920,Y
绘画,"历史,原创,绘画,课本,满级绘画,我弟的历史书",BV1MR4y1F7FK,2022-03-16 00:23:28,⚡️我弟的历史书⚡️,78,1473812,1886,2556,19013,1356,3979,160698,1840039243,飞行荷兰人的水手,950,720,1280,Y
绘画,"手绘,斗罗大陆小舞",BV1XL4y177Bt,2022-03-28 19:27:43,斗罗大陆:不同画风的小舞，你喜欢哪一个呢,70,1471797,264,51,6744,542,56,3788,1650528851,西瓜小叶液,1123,2588,1456,N
绘画,"手绘,绘画,小丑,绘画过程,随便画画,手工绘画达人秀·第五期",BV1MT4y1U7Vf,2022-03-11 17:05:40,随笔小丑,24,1465225,625,516,28082,2484,1311,210788,1504862822,画江湖咯,103661,1080,1920,Y
绘画,"绘画,画画,插画,美术,画师,艺术,打卡挑战",BV1oT4y1v7o3,2022-03-20 21:40:09,听说米山舞这次收敛了？！谁敢信这只是一个眼影彩妆广告和歌曲MV呢？,208,1410679,634,1390,98325,14707,13531,205103,2035286445,画手请就位,207983,1920,1080,N
绘画,"手工绘画达人秀·第五期,随便画画,绘画,板绘,插画,绘画教程,绘画过程,小技巧,商业插画,原画,接稿",BV1da411876o,2022-03-10 20:00:09,卑微画师：甲方，你睡了吗？我睡不着。。。【插画喵】,33,1393244,41,258,44858,1159,687,119803,473836356,插画喵,40193,720,1280,Y
绘画,"生活记录,宅在家里时能做哪些有意义的事情？,建设美丽乡村,跟着UP主创作吧（第三期）,回村画画",BV1ku411v7SD,2022-03-30 16:50:00,村里人从不理解到逐渐打成一片,100,1391210,938,1291,4952,8820,814,71367,410682880,hello刘小备,42797,1920,1080,N
绘画,"手绘,绘画,随便画画,手工绘画达人秀·第六期",BV1j94y1f7Yw,2022-03-24 15:45:37,龙,33,1377579,661,1017,22033,3239,1174,176278,1504862822,画江湖咯,103661,1080,1920,Y
绘画,"美术,艺术,手绘,绘画教程,绘画,画画,视频教程,绘画过程,手绘视频,随便画画,手工绘画达人秀·第五期",BV1Wu411B7e8,2022-03-13 19:08:11,笔下5幅最像实物的画,305,1251530,1239,621,9808,7611,2844,50208,20401122,意大利画家马斯洛,275842,1920,1080,N
绘画,"板绘,绘画,画画,艺术,学习,插画,设计,上色,绘画教程,procreate",BV1VR4y1V77L,2022-03-10 17:30:00,有哪些值得关注的画画博主呢？这期是我的宝藏干货博主推荐！！冲呀！,29,1221632,281,1363,73205,3498,1089,110104,97231513,银河投递员ov,81191,1440,2560,Y
绘画,"手绘,绘画,怎么让画画变得有趣,跟着UP主创作吧（第三期）",BV1ci4y1C7y5,2022-03-13 13:08:55,吾往矣 虽千万难,32,1177094,900,1632,20959,4743,1628,118248,1504862822,画江湖咯,103661,1080,1920,Y
绘画,"手工绘画达人秀·第五期,随便画画,粉笔画,画画,艺术,原创,日常,绘画教程,插画,上色",BV1rL4y1u7E2,2022-03-11 19:33:30,粉笔也能画出漂亮美丽的花儿，运笔方法就这么简单,132,1125241,434,475,17346,7033,2459,64477,550941587,绚丽粉笔画,205128,1920,1080,N
绘画,"原创,手绘,生活,绘画,板绘,头像,绘画过程,插画,接单,约稿",BV1UY4y1i7zF,2022-03-24 17:13:22,【板绘】接了张100R的稿，画完单主居然要约1000R的稿,150,1079154,972,1691,3432,2627,980,46142,1245980200,乔导or,14261,1920,1080,N
绘画,"手工绘画达人秀·第五期,随便画画,绘画,画画,速写,速写60天挑战,原画,工作,就业",BV1DF411s7FV,2022-03-19 11:05:13,【速写杂谈】努力画了10年，他终于被淘汰了...,90,1069879,397,690,22366,387,416,153945,1309665635,速写班长,315824,1080,1920,Y
绘画,"像素,像素画,像素艺术",BV1pa411t7PV,2022-03-22 14:11:25,你以为的像素艺术 VS 实际上的像素艺术,15,1019635,219,475,31697,407,1010,200178,412719797,YouTube精彩视频-,1201937,576,1024,Y
绘画,"鬼畜,美术,手绘,绘画,日常,画画,美食,有手就行,万物皆可动画,秃顶吴彦祖",BV1YL411w7yo,2022-03-20 08:00:02,妹说就是零卡！,146,1015687,843,473,1623,6194,861,42664,8749302,於音,133607,1920,1080,N
绘画,"绘画,珍珠粉,传承文化,国画颜料,水飞,国风奇妙纪",BV1iY41137MS,2022-03-13 08:00:13,矿物颜料：珍珠粉炮制水飞制作过程及使用方法,165,1009890,238,299,2651,676,234,22590,1623368624,绘事微颜,152965,3840,2160,N
绘画,"艺术,绘画,画画,板绘,画师,学习,原画,插画,随便画画,Sam Yang,手工绘画达人秀·第六期",BV1b34y1s7J6,2022-04-04 12:00:00,男友视角下的女友动人瞬间，有代入感了吗都市丽人们——画师Sam Yang,23,987261,177,518,26924,3371,1739,59137,590759321,画师驿站,22814,2160,3840,Y
绘画,"动漫,反转,太宰治,文豪野犬,短视频,玻璃画,怎么让画画变得有趣,跟着UP主创作吧（第三期）",BV19T4y1i7Qd,2022-03-28 17:25:15,【太宰治】太宰治到底有多帅？,14,981566,140,227,13825,392,745,156578,401336255,不绘吧不绘吧,10500,2160,3840,Y
绘画,"手工绘画达人秀·第五期,随便画画,有手就行,手书,绘画,原创,摸鱼",BV1iP4y1M77H,2022-03-12 12:02:16,我唱着妈妈唱着的歌谣～,15,964836,185,598,28465,6469,1810,118258,44170362,卷er,268291,1440,2064,Y
绘画,"艺术,原创,手绘,绘画教程,绘画",BV1y34y1s7pK,2022-04-02 12:12:40,水面不会画？但是画直线你总会吧？,24,930344,4861,857,19108,154,418,142074,356629478,麦叮水彩,36840,1440,1080,N
绘画,"手工绘画达人秀·第六期,随便画画,绘画,板绘,插画,绘画教程,绘画过程,procreate,有手就行,肩颈画法,人体比例",BV1vL411w7yv,2022-03-22 20:00:04,如何画出正确的肩颈？人体比例崩坏？全网最细肩颈画法教程【插画喵】,34,911636,112,193,53769,1253,628,75712,473836356,插画喵,40193,720,1280,Y
绘画,"绘画,画画,绘画过程,手绘,艺术,丙烯画",BV17T4y1U7sp,2022-03-11 19:56:03,【丙烯画】油管大神WowArt的每日挑战 《爱你一万年》,688,885755,1117,436,8668,2921,2679,27417,405007525,Margarita绘画,282697,1280,720,N
绘画,"美术,艺术,手绘,绘画,绘画过程,艺术家",BV1Cq4y1Y72t,2022-03-30 15:22:20,有时候艺术往往是那一瞬间诞生的。,16,876123,234,294,7002,186,489,63676,1259531439,美术生来了,13275,576,1024,Y
绘画,"原创,手绘,绘画,画画,板绘,头像,绘画过程,插画,接单,约稿",BV1sY41137NA,2022-03-13 12:00:08,【板绘】接了一张5R的稿子，但老板好像不满意,142,870745,494,1377,1561,670,328,37888,1245980200,乔导or,14261,1920,1080,N
绘画,"艺术,绘画,璃月,夜兰,朝雾,夜阑,整活,原神,原神UP主激励计划,原神2.6",BV1434y1475N,2022-03-30 15:45:00,【原神】腋兰光脚黑丝,196,861983,629,1170,19578,11933,9136,45067,6751172,朝雾星弦,364491,1920,1080,N
绘画,"绘画,绘画过程,胡桃,临摹,彩铅,原神",BV14Y4y1s7eX,2022-03-25 20:30:00,给粉丝画胡堂主，但是画崩了,104,861338,614,604,13678,3310,407,85119,396649851,㤾㝽,15468,1920,1080,N
绘画,"艺术,手绘,搞笑,日常,画画,学习",BV1JY4y1q7JZ,2022-03-29 14:17:38,完美,19,857024,98,130,10692,1293,950,69454,401441053,十倍生活,7890,1080,1920,Y
绘画,"高能,震撼,跪了,卧槽,天赋,有趣,画画,绘画,人类幼崽",BV1Aa41187pq,2022-03-17 22:14:04,这可能就是天赋吧,107,848464,471,773,5660,467,4337,51468,3107068,快乐源泉bot,550290,1080,1920,Y
绘画,"艺术,绘画教程,板绘,绘画过程,procreate,ipad画画,随便画画,零基础自学,打卡挑战,手工绘画达人秀·第五期",BV1CR4y1577X,2022-03-10 19:10:17,人物光影详细步骤｜100天陪伴式画画day54,50,831485,83,279,41576,1323,533,70188,270036397,画画的小杏子,44827,1080,1920,Y
绘画,"美术,绘画,头像,绘画过程,素描,美术生,素描头像,随便画画,画室日常,打卡挑战,手工绘画达人秀·第五期",BV13i4y1k7w2,2022-03-19 17:53:10,住手，你们不要再打了,66,827839,601,165,9774,174,181,131732,1252945779,郑红远素描头像,26498,1080,1920,Y
绘画,"绘画,画画,绘画过程,绘画教程,iPad画画,procreate",BV1nU4y1Z7f5,2022-03-16 17:53:23,看到前面你猜到我要画什么了吗,30,821150,318,417,22756,1160,1180,135243,456981975,微冰手绘,64815,1080,1920,Y
绘画,"画画,小叶紫檀,制香,传承文化,国画颜料,国风奇妙纪,国风奇妙纪-百花录",BV1Br4y1i76w,2022-03-20 19:59:40,传统植物水色：探究小叶紫檀制备国画颜料 不到最后变化不止 。顺便做了镇尺、倒流檀香和底座消遣一下,190,806358,274,315,2109,1593,377,14999,1623368624,绘事微颜,152965,3840,2160,N
绘画,"画渣,大触,插画,手绘,原神,艺术",BV1zY411n7nN,2022-03-22 13:29:11,快来看看这画技如何？,76,800800,447,333,8308,251,1498,70666,1796481051,年少轻狂沈才子,918,1280,720,N
绘画,"手工绘画达人秀·第六期,随便画画,绘画,绘画过程,手绘,艺术,原创",BV1La41147kt,2022-03-30 20:26:00,花费5000买颜料，为刚出世的儿子打造一个隐形世界,200,792484,1222,557,5995,10959,797,57855,517184570,画渣不渣-HZ,1050343,2560,1440,N
绘画,"手绘,日常,校园,学校,米哈游,原神,雷电将军,原神UP主激励计划,原神2.5破次元",BV1VR4y1c7JJ,2022-03-19 13:31:41,⚡总有地上的学生⚡，⚡敢于直面老师的威光⚡,40,764485,352,470,7757,505,573,119659,503513133,-老猫砂-,1830,1920,1080,N
绘画,"原创,手绘,绘画,绘画过程,怎么让画画变得有趣,跟着UP主创作吧（第三期）",BV1ES4y117T3,2022-04-01 12:47:40,玩一次盲抽画画,81,762367,333,364,14644,595,692,82011,550292277,小熊奶黄包简笔画,22494,1080,1920,Y
绘画,"手工绘画达人秀·第六期,随便画画,有手就行,绘画,手绘,原神,派萌",BV1P44y1N7er,2022-03-21 21:22:19,阿贝多，论画技，你输我太多了！,65,741823,408,1002,14887,3747,1296,83074,15339435,皮亚罗,108989,1920,1080,N
绘画,"国风奇妙纪-百花录,国风奇妙纪,画皮,手绘,神话,中国风,妖怪",BV1NS4y1U7wo,2022-03-19 15:17:47,《画皮》——“我爱过一个人，一心想和他在一起，他说他爱我，我相信了…”,41,740578,222,305,15969,1957,408,99557,301340086,画师杉泽,534573,1080,1920,Y
绘画,"SAI,插画,绘画教程,板绘,画画,手绘,绘画过程,艺术,学习,头发画法",BV1G44y1T72H,2022-03-14 18:05:03,原来画头发来源于西瓜,29,732111,131,187,23979,585,425,47831,1446014863,零基础板绘教程,83709,1080,1920,Y
绘画,"手绘,搞笑,绘画,创意,手工,定格动画,神笔马良,diy,打卡挑战,一起做手工吧！,手工绘画达人秀·第六期",BV1YY411J7in,2022-03-27 19:30:09,就你叫神笔马良啊,252,721476,986,957,5540,19260,1467,50505,1831744377,靳建强,75241,3840,2160,N
绘画,情侣,BV1mY411J7jC,2022-04-02 21:31:13,Derya | 我和男朋友玩的一些绘画小游戏,124,710323,200,215,18985,427,2907,115502,110372664,undermybelt,105870,1080,1920,Y
绘画,"绘画,板绘,板绘过程",BV1HU4y1o7Cz,2022-03-11 14:20:15,【WLOP】风曳【板绘】,346,698675,592,1221,12528,12456,2116,66393,26633150,wlop-,2478088,1920,1080,N
绘画,"原创,手绘,绘画,怎么让画画变得有趣,跟着UP主创作吧（第三期）",BV1H44y1N7LR,2022-03-21 12:11:38,情不知所起 一往情深,31,685021,232,425,10690,1700,774,71137,1504862822,画江湖咯,103662,1080,1920,Y
绘画,"板绘,绘画,画画,手绘,艺术,插画,上色,水彩,画师,国风",BV11P4y1T78c,2022-03-24 18:00:00,国内值得关注的百万粉级别的插画师，开创国风独特风格，真全是大神！！,37,657882,186,334,29811,1118,421,98317,97231513,银河投递员ov,81191,1440,2560,Y
绘画,"搞笑,板绘,厚涂,绘画过程,解说",BV1b3411p79t,2022-03-26 19:15:22,欢迎来到绘画大赛，TEAMO选手又要表演新技能了,139,655658,758,285,18355,1196,973,94507,230875249,-TEAMOO-,204671,2160,3840,Y
绘画,"手工绘画达人秀·第五期,随便画画,有手就行,零基础,油画棒,入门,绘画教程",BV1MS4y1g7PT,2022-03-19 11:25:53,新手入门必备技法《一球画万物》 油画棒你应该知道的事！,58,652597,54,127,24881,487,436,63190,521561165,美玥的油画棒,80287,1080,1920,Y
绘画,"有手就行,打卡挑战,原创,狗头,搞笑,手绘",BV13T4y1i7FF,2022-03-26 19:36:05,秦的弓弩为什么会这么强（狗头）,32,652458,291,331,14872,183,256,166833,434363391,拔鼻毛画画,13634,1080,1440,Y
绘画,"美术,艺术,绘画,色彩,联考,随便画画,手工绘画达人秀·第六期",BV1zY4y1p7Cx,2022-03-30 16:45:11,教授笔下的角色个个绿着发慌。,25,638473,116,153,14158,262,320,117383,2146895881,美术就是爆炸,9300,576,1024,Y
绘画,"珊瑚,非遗,传承文化,国画颜料,水飞,国风奇妙纪,国风奇妙纪-百花录",BV1PR4y1c7Bn,2022-03-20 07:00:16,合法珊瑚制八宝印泥辅料及国画颜料过程详解,142,636115,166,324,2921,884,181,30601,1623368624,绘事微颜,152967,3840,2160,N
绘画,"手工绘画达人秀·第六期,随便画画,绘画,画画,绘画过程,手绘,艺术,原创,绘画教程,卡通形象,设计",BV12L411w7ph,2022-03-24 18:27:34,手把手教你如何给自己设计一个卡通形象，这画风爱了！,16,626561,133,121,8168,80,56,85508,1553175352,likacartoons,31080,500,1080,Y
绘画,"美术,艺术,手绘,绘画,创意,设计",BV1yu411v7Hr,2022-03-29 00:59:33,价值不菲的装饰画,26,623629,139,157,4872,137,123,57532,1084239750,美术在前,17193,720,1280,Y
绘画,"画画,板绘,拟人,文物,国家宝藏,随便画画,有手就行,必剪创作,手工绘画达人秀·第六期",BV1eS4y1K7Yq,2022-04-02 17:46:53,合集（上）|文物拟人暂告一段落，合集来啦,19,608163,157,383,23185,2410,644,77869,414332917,画画的玉玉卿,101125,1080,1920,Y
绘画,"手工绘画达人秀·第五期,随便画画,有手就行,绘画,原创,手书,古风",BV18b4y1p7TD,2022-03-18 19:33:24,山间一老人，夸我有慧根～,17,596824,206,1140,19481,4128,1423,73249,44170362,卷er,268295,1080,1920,Y
绘画,"必剪春季踏青计划,疫情生活记录,通心粉鼠,电容笔",BV1wU4y1o7Dy,2022-03-24 14:54:32,一小时耗能一粒瓜子的电容笔,30,591823,152,684,3106,639,5447,18647,18116180,美少女的双下巴,3248,1920,1080,N
绘画,"跟着UP主创作吧（第三期）,怎么让画画变得有趣,马克笔,临摹,米山舞",BV1QL4y1j77B,2022-03-23 15:53:19,马克笔临摹·听说眼睛像汉堡,13,579147,223,326,22536,1112,571,142922,434788044,强里个强-,8552,1080,1920,Y
绘画,"搞笑,SAI,插画,绘画教程,板绘,画画,手绘,艺术,绘画过程,画师",BV1gU4y1Z7vu,2022-03-15 17:52:48,一个专注整活UP，这个我是真心喜欢。,25,563929,23,227,30312,1365,329,54879,1446014863,零基础板绘教程,83711,1080,1920,Y
绘画,"原创,吐槽,手绘,搞笑,绘画,厚涂,板绘,绘画过程,搞笑视频,随便画画,手工绘画达人秀·第六期",BV18Y4y1q7Jw,2022-03-29 19:02:08,gb人画画怎么吸引富婆的注意…,87,554723,827,928,17241,2098,2275,84039,11292325,柒叶Qiye,606680,1080,1920,Y
绘画,"美术,艺术,绘画,画画,绘画过程,插画,手绘视频,随便画画,有手就行,打卡挑战,手工绘画达人秀·第五期",BV1RL4y1T7Ti,2022-03-16 08:30:15,流动的自然-东北虎,332,543935,606,815,6443,5852,1145,22590,34061582,画画的青川,37711,3840,1920,N
绘画,"手工绘画达人秀·第五期,有手就行,原创,手工,＃tag,绘画",BV18S4y1U7z6,2022-03-19 08:29:00,金鳞岂是池中物,65,535662,303,1005,2036,2004,690,21994,1379356469,冒牌三桂,21862,1280,720,N
绘画,"手工绘画达人秀·第五期,随便画画,绘画,原创,手书,摸鱼",BV1Wa411b7dE,2022-03-11 11:25:00,《马》,32,535612,167,507,20779,4695,1367,88430,44170362,卷er,268296,1080,1548,Y
绘画,"绘画,中国风,怎么让画画变得有趣,跟着UP主创作吧（第三期）",BV1HP4y1T7Cw,2022-03-23 12:02:56,芳华,33,535478,218,376,5375,1244,398,73115,1504862822,画江湖咯,103663,1080,1920,Y
绘画,有手就行,BV1XT4y1e7CV,2022-04-03 10:45:28,迷你世界：弟弟画的小舞PK我画的小舞,68,528641,1,1,928,25,1,249,1171272096,看动画学画画,1390,1920,1080,N
绘画,"原创,手绘,搞笑,绘画过程,马克笔,康师傅,泡面,手绘视频,有手就行,我在B站做UP主,美食UP主真是什么都有呢",BV1TU4y1d79h,2022-03-20 12:00:11,笑死！这是我见过最生草的康师傅泡面哈哈哈哈,99,526789,606,458,2621,1443,1075,29253,8495180,哲哲哲同学,173655,1920,1080,N
绘画,"美术,原创,搞笑,绘画教程,绘画,画画,学习,插画,干货,教练我想画漫画",BV1QU4y1R7Fn,2022-03-19 19:00:14,职业漫画家教你一笔不画，也能画漫画！,1100,522852,3481,1423,61040,32229,3374,51106,355338023,插座君快成了,28484,1920,1080,N
绘画,"手工绘画达人秀·第五期,随便画画,色彩,技巧,绘画,艺术,美术生",BV1xY41137Mp,2022-03-14 02:46:56,快速调准肤色三种方法,30,521034,98,140,50133,1755,512,66015,2087871907,半条美术生,21405,720,1280,Y
绘画,"手工绘画达人秀·第五期,随便画画,绘画,画画,绘画过程,手绘,艾尔登法环,菈妮,老头环",BV1DL411A7TF,2022-03-13 11:58:21,彩铅画一个艾尔登法环 菈妮,274,514844,770,942,7965,18424,4798,40501,28330240,叶无趣,1115560,1920,1080,N
绘画,"绘画,进步,画渣,procreate,进步史",BV1GY4y1W7Ry,2022-03-31 23:14:58,没人看的进步,42,505864,474,604,11059,893,454,88324,1624041197,芮荲苪RAM,79615,1080,1920,Y
绘画,"绘画教程,绘画,画画,板绘,绘画过程,插画,小技巧,procreate,随便画画,有手就行,手工绘画达人秀·第六期",BV1Nb4y1W7Q4,2022-03-27 19:30:00,Ipad绘画隐藏小技巧你知道吗？快速给线稿上色！【插画喵】,24,505101,35,129,16431,492,165,24246,473836356,插画喵,40195,720,1280,Y
绘画,"手工绘画达人秀·第五期,随便画画,有手就行,绘画,原创,古风",BV1KY411n78d,2022-03-16 22:15:40,施主若问近日姻缘如何，待小道我给你算上一算...,13,498115,131,611,10552,2754,729,61332,44170362,卷er,268299,720,1008,Y
绘画,"绘画,绘画过程,画画,大触,艺术,创意绘画,上色,创意,板绘,procreate",BV1Rb4y1H7cL,2022-03-20 11:00:11,丝滑！让人舒适度拉满的ipad绘画！！,138,497415,100,152,3820,653,295,23989,3562949,生活就是画画画,1556418,1920,1080,N
绘画,"手书,手绘,绘画,CH,COUNTRYHUMAN",BV1AL4y1j733,2022-04-03 19:06:25,【CH/短手书】我用什么把你留住,40,496073,164,388,26639,5852,1951,61746,87403937,MUKALINE_果子,7490,1080,1080,N
绘画,"美术,艺术,手绘,绘画,画画,考试,速写,美术生,随便画画,速写人物,手工绘画达人秀·第六期",BV1Ra411x7P1,2022-03-29 18:13:43,美术生考试现场，敢为人先，再来一年！,70,495854,118,213,2716,97,65,57075,2017187653,李佩华速写,19825,1080,1920,Y
绘画,"防疫日记：在家做点啥？,打卡挑战,生活记录,原创,脑洞,记录",BV1Ri4y1C7Tv,2022-03-15 17:53:13,你的口罩上一定也有这个……希望疫情快点过去吧！,81,491618,210,246,3328,3665,362,54306,378123632,唯佳酱,727529,1080,1906,Y
手工,"生活记录,农村生活是什么样的,帅农鸟哥",BV1tT4y1U7rB,2022-03-18 13:54:40,谁会拒绝一首免费的稻香呢～如果你把在城市的努力程度放到农村，你的生活也可以过的很好。,337,12573880,29713,11896,213664,471010,79345,1442293,1838326986,帅农鸟哥,1791556,720,1280,Y
手工,"生活记录,一起做手工吧！,手工绘画达人秀·第六期,帅农鸟哥第一个手工视频",BV1SS4y1U7GP,2022-03-26 15:54:28,B站的姐妹们，小心你们的手机屏幕。兄弟们，对不住了。,320,9809197,18750,7999,44476,53784,11634,632113,1838326986,帅农鸟哥,1791561,1080,1920,Y
手工,"绘画,绘画过程,画画,大触,艺术,创意,手绘,创意绘画,上色,我的世界",BV1ei4y1r7qf,2022-03-17 17:00:00,真 人 版 我 的 世 界,133,6408155,4214,866,85679,51459,14934,419070,3562949,生活就是画画画,1556418,1920,1080,N
手工,"手工绘画达人秀·第五期,一起做手工吧！,手工制作,自制,原创,生活,创意,设计,视频教程,钻戒,樱花",BV1WL4y1T7TV,2022-03-12 11:00:08,樱花钻戒,188,5805687,3038,3931,79551,15362,20744,457194,1357943689,金功良匠,254116,1080,1920,Y
手工,"跟着UP主创作吧（第三期）,人类沙雕行为,童年,上课,校园,回忆,奇葩",BV12u411B76V,2022-03-10 03:13:50,小时候上课是如何偷看小说的？,145,5168114,192,118,7048,605,19,4162,588148296,郭小嚜,33776,1920,1080,N
手工,"跟着UP主创作吧（第三期）,记录生活的美好幸福时刻,经典,怀旧,文具,童年",BV1e3411s7Mu,2022-03-19 08:07:53,不同年代的修正带，你用过几款？,143,4496536,411,188,5916,538,75,7247,588148296,郭小嚜,33776,1920,1080,N
手工,"国风奇妙纪-百花录,国风奇妙纪,手工,自制,原创,有手就行,文物修复",BV1ha411t7by,2022-03-21 20:33:20,【耗时三个月】我帮学妹修好了她的毕设,524,4443620,3506,2870,59760,116519,6919,309857,9046228,在下曼妥思,234807,1920,1080,N
